index,num,titulo,url,campo,antes,despues,evidencia
499,000000,Scarface. El precio del poder,juegos/scarface-el-precio-del-poder-cddvd/,idioma,[],"[""Español""]",descripcion: Versión en español del juego de mundo abierto inspirado en la película Scarface
514,000000,Aliens vs. Predator 2,juegos/allien-vs-predator-2-cddvd/,tipo_edicion,[],"[""Reedición"", ""Colección""]",descripcion: Esta edición fue reeditada dentro de la colección BestSeller Series
516,000000,The Thing,juegos/the-thing-bestsellers-cddvd/,idioma,[],"[""Español"", ""Inglés""]",descripcion: La edición en caja grande de BestSeller Series incluye voces en inglés y textos en castellano
517,000000,Heroes of Might and Magic V: Gold Edition,juegos/heroes-of-might-and-magic-v-gold-edition-cddvd/,anio,"""""","""2007""",descripcion: Edición recopilatoria lanzada el 26 de octubre de 2007
517,000000,Heroes of Might and Magic V: Gold Edition,juegos/heroes-of-might-and-magic-v-gold-edition-cddvd/,tipo_edicion,[],"[""Compilación""]","descripcion: Edición recopilatoria lanzada el 26 de octubre de 2007 en Europa, incluye el juego base Heroes V (2006) y las dos expansiones: Hammers of Fate (noviembre 2006) y Tribes of the East (octubre 2007)"
529,000000,Brothers in Arms Pack,juegos/brothers-in-arms-pack-codegame-cddvd/,tipo_edicion,[],"[""Bundle/Pack""]","descripcion: Pack que reúne varios títulos de la saga Brothers in Arms, ofreciendo campañas tácticas ambientadas en la Segunda Guerra Mundial con énfasis en el trabajo en equipo y la estrategia"
548,000000,Far Cry 2: Fortune's Edition,juegos/farcry-2-fortunes-edition-codegame-cddvd/,tipo_edicion,[],"[""Edición especial""]","descripcion: Edición especial de Far Cry 2 ambientada en un país africano ficticio asolado por la guerra, que incluye el juego base y contenido adicional como nuevas misiones, armas y vehículos"
570,000000,Prince of Persia: Edición Coleccionista,juegos/prince-of-persia-edicion-coleccionista-codegame-cddvd/,tipo_edicion,[],"[""Edición especial"", ""Edición coleccionista""]","titulo: Prince of Persia: Edición Coleccionista || descripcion: Edición especial del reinicio de Prince of Persia que incluye contenido adicional y material extra, manteniendo la aventura del príncipe y Elika para purificar el reino de la corrupción"
647,000000,Warcraft II: Battle.net Edition,juegos/warcraft-ii-battle-net-edition-chj-cddvd/,tipo_edicion,[],"[""Edición especial""]","descripcion: Edición especial del clásico *Warcraft II* que incluye el juego original y su expansión *Beyond the Dark Portal*, adaptados para el multijugador en línea a través de Battle"
651,000000,Runaway: Trilogía,juegos/runaway-trilogia-cddvd/,tipo_edicion,[],"[""Compilación"", ""Edición especial""]","tags: Edición especial || descripcion: Runaway: Trilogía es una recopilación que incluye las tres aventuras gráficas de la saga Runaway desarrollada por Pendulo Studios: A Road Adventure, The Dream of the Turtle y A Twist of Fate"
653,000000,1917: Project Helios Collector's Edition,juegos/1917-project-helios-collectors-edition-cddvd/,tipo_edicion,[],"[""Edición coleccionista""]",titulo: 1917: Project Helios Collector's Edition || descripcion: La edición de coleccionista incluye contenido adicional exclusivo
687,000000,Cossacks Anthology,juegos/cossacks-anthology-cddvd/,tipo_edicion,[],"[""Compilación""]",titulo: Cossacks Anthology
711,000000,Empire Earth II: Gold Edition,juegos/empire-earth-ii-gold-edition-cddvd/,tipo_edicion,[],"[""Edición especial""]",descripcion: Edición especial que incluye Empire Earth II junto con su expansión The Art of Supremacy
733,000000,Gothic II: Gold Edition,juegos/gothic-ii-gold-edition-cddvd/,tipo_edicion,[],"[""Edición especial""]",descripcion: Edición especial que incluye Gothic II junto con su expansión Night of the Raven
735,000000,Gothic Universe,juegos/gothic-universe-cddvd/,tipo_edicion,[],"[""Compilación""]","descripcion: Edición recopilatoria que incluye los tres primeros juegos de la saga Gothic (Gothic, Gothic II Gold Edition y Gothic 3)"
762,000000,Jade Empire: Special Edition,juegos/jade-empire-special-edition-cddvd/,tipo_edicion,[],"[""Edición especial""]",titulo: Jade Empire: Special Edition
775,000000,Marranos en Guerra,juegos/marranos-en-gueraa-cddvd/,mercado,[],"[""España""]",descripcion: Versión en español de Hogs of War
775,000000,Marranos en Guerra,juegos/marranos-en-gueraa-cddvd/,idioma,[],"[""Español""]",descripcion: Versión en español de Hogs of War
784,000000,Mega Drive Classic Collection: Volume 4,juegos/megadrive-classic-collection-volume-4-cddvd/,tipo_edicion,[],"[""Compilación""]",descripcion: Cuarta entrega de la recopilación de clásicos de Sega Mega Drive para PC
787,000000,Midway Arcade Treasures,juegos/midway-arcade-treasures-cddvd/,tipo_edicion,[],"[""Compilación""]","descripcion: Compilación de juegos arcade clásicos de Midway, incluyendo títulos como Defender, Gauntlet, Joust, Paperboy y Rampage"
797,000000,Operation Flashpoint: Gold Upgrade,juegos/operation-flaspoint-gold-upgrade-cddvd/,tipo_edicion,[],"[""Edición especial""]",descripcion: Edición especial que actualiza el juego original Operation Flashpoint: Cold War Crisis incluyendo la expansión Red Hammer y contenido adicional
826,000000,RollerCoaster Tycoon 3: Deluxe Edition,juegos/rollercoaster-tycoon-3-deluxe-edition-cddvd/,tipo_edicion,[],"[""Edición especial""]",descripcion: Edición especial que incluye RollerCoaster Tycoon 3 junto con sus expansiones Soaked
835,000000,SacSam & Max: Primera Temporada Completa,juegos/sam-and-max-primera-temporada-completa-cddvd/,tipo_edicion,[],"[""Compilación""]","descripcion: Compilación que reúne los seis episodios de la primera temporada de las aventuras gráficas de Sam & Max, caracterizadas por su humor absurdo, diálogos ingeniosos y puzzles clásicos de point and click"
861,000000,StarCraft II: Battle Chest,juegos/starcraft-ii-battle-chest-cddvd/,tipo_edicion,[],"[""Compilación""]","descripcion: Edición recopilatoria de StarCraft II que incluye el juego base Wings of Liberty y sus expansiones Heart of the Swarm y Legacy of the Void, ofreciendo la trilogía completa de campañas junto con el modo multijugador competitivo"
872,000000,Taito Legends,juegos/taito-legends-i-cddvd/,tipo_edicion,[],"[""Compilación""]","descripcion: Compilación de clásicos arcade de Taito que reúne más de 20 títulos emblemáticos, incluyendo Space Invaders, Bubble Bobble, Rainbow Islands y otros, en una sola colección para PC"
878,000000,The Elder Scrolls IV: Oblivion - Collector's Edition,juegos/the-elders-scroll-iv-oblivion-collectors-edition-cddvd/,tipo_edicion,[],"[""Edición coleccionista""]",titulo: The Elder Scrolls IV: Oblivion - Collector's Edition || descripcion: Edición de coleccionista del aclamado RPG de mundo abierto de Bethesda
881,000000,The Stronghold Collection,juegos/the-stronghold-collection-cddvd/,tipo_edicion,[],"[""Compilación""]","descripcion: Recopilación de la saga Stronghold que incluye varias de las entregas clásicas de estrategia y gestión de castillos, con campañas, escaramuzas y modos multijugador"
887,000000,Titan Quest: Gold Edition,juegos/titan-quest-gold-edition-cddvd/,tipo_edicion,[],"[""Edición especial""]",descripcion: Edición especial que incluye Titan Quest junto con su expansión Immortal Throne
891,000000,Total War Anthology,juegos/total-war-anthology-cddvd/,tipo_edicion,[],"[""Compilación""]","titulo: Total War Anthology || descripcion: Edición recopilatoria de la saga Total War que incluye varias de las entregas más destacadas de la serie de estrategia, combinando gestión por turnos y batallas en tiempo real"
892,000000,Total War: Medieval II - Edición Coleccionista,juegos/total-war-medieval-ii-edicion-coleccionista-cddvd/,tipo_edicion,[],"[""Edición coleccionista""]","titulo: Total War: Medieval II - Edición Coleccionista || descripcion: Edición coleccionista de la segunda entrega de la saga Medieval, parte de la serie Total War"
895,000000,RollerCoaster Tycoon 2: Totally RollerCoaster,juegos/rollercoaster-tycoon-2-totally-rollercoaster-cddvd/,tipo_edicion,[],"[""Edición especial""]",descripcion: Edición especial de RollerCoaster Tycoon 2 que incluye el juego base junto con las expansiones Wacky Worlds y Time Twister
915,000000,Crazy Taxi,juegos/crazy-taxi-fxinteractive-cddvd/,idioma,[],"[""Español""]",descripcion: Versión para PC distribuida por FX Interactive en España con voces/textos al español
916,000000,Crazy Machines,juegos/crazy-machines-fxinteractive-cddvd/,idioma,[],"[""Español""]","descripcion: Puzzle estilo máquinas de Rube Goldberg con más de 200 experimentos, editor de niveles, física avanzada (PhysX), doblado y textos en español por FX Interactive"
917,000000,Cossacks Anthology,juegos/cossacks-anthology-fxinteractive-cddvd/,tipo_edicion,[],"[""Compilación""]",titulo: Cossacks Anthology || descripcion: Edición de Oro recopilatoria que incluye Cossacks: European Wars (2000) y sus dos expansiones: The Art of War (2001) y Back to War (2002)
919,000000,Colin McRae Rally 2.0,juegos/colin-mcrae-rally-2-0-fxinteractive-cddvd/,mercado,[],"[""España""]",descripcion: edición en español distribuida por FX Interactive
920,000000,Colin McRae Rally 04,juegos/colin-mcrae-rally-04-fxinteractive-cddvd/,mercado,[],"[""España""]",descripcion: edición FX distribuida en español
921,000000,Colin McRae: DiRT 2,juegos/colin-mcrae-dirt-2-fxinteractive-cddvd/,idioma,[],"[""Español""]","descripcion: Simulador de rallies todoterreno con escenarios internacionales, compatibilidad GFWL multijugador, doblaje o subtítulos en español (edición local FX), manual y guía/mapa incluidos"
922,000000,City Simulator,juegos/city-simulator-fxinteractive-cddvd/,idioma,[],"[""Español""]","descripcion: Colección triple DVD que reúne nueve city‑builders de FX: Imperivm Civitas I, II y III, City Life Premium, Cities XL, Tropico (Paráiso y Pirates) y otros clásicos, con textos y voces en español"
923,000000,City Life Premium,juegos/city-life-premium-fxinteractive-cddvd/,idioma,[],"[""Español""]",descripcion: Textos y voces en español localizados por FX Interactive
927,000000,Call of Juarez - Edición Oro,juegos/call-of-juarez-oro-fxinteractive-cddvd/,idioma,[],"[""Español""]","descripcion: FPS ambientado en el Salvaje Oeste, doblado y traducido al español por FX Interactive"
929,000000,Avencast: Rise of the Mage,juegos/avencast-fxinteractive-cddvd/,idioma,[],"[""Español""]",descripcion: Dobladado y traducido al español por FX
932,000000,American Conquest Anthology,juegos/american-conquest-anthology-fxinteractive-cddvd/,tipo_edicion,[],"[""Compilación""]",titulo: American Conquest Anthology || descripcion: Edición Anthology distribuida por FX en España e Italia que incluye American Conquest (2002) y su expansión Fight Back (2003)
937,000000,Death to Spies: Anthology,juegos/death-to-spies-anthology-fxinteractive-cddvd/,tipo_edicion,[],"[""Compilación""]","titulo: Death to Spies: Anthology || descripcion: Compilación que incluye Death to Spies (2007) y su secuela Moment of Truth, juego de infiltración en la Segunda Guerra Mundial con misiones de espionaje, disfraces, sabotaje y armas históricas"
938,000000,Delta Force 2,juegos/delta-force-2-fxinteractive-cddvd/,mercado,[],"[""España""]",descripcion: Edición traducida al español por FX Interactive
938,000000,Delta Force 2,juegos/delta-force-2-fxinteractive-cddvd/,idioma,[],"[""Español""]",descripcion: Edición traducida al español por FX Interactive
940,000000,Disciples II: Anthology,juegos/disciples-ii-anthology-fxinteractive-cddvd/,idioma,[],"[""Español""]","descripcion: Compilación que incluye Disciples II: Dark Prophecy y la expansión Rise of the Elves (Gallean’s Return), con modos campaña, multijugador, manual en español y voces/textos localizados"
940,000000,Disciples II: Anthology,juegos/disciples-ii-anthology-fxinteractive-cddvd/,tipo_edicion,[],"[""Compilación""]","titulo: Disciples II: Anthology || descripcion: Compilación que incluye Disciples II: Dark Prophecy y la expansión Rise of the Elves (Gallean’s Return), con modos campaña, multijugador, manual en español y voces/textos localizados"
941,000000,Disciples III: Renaissance,juegos/disciples-iii-renaissance-fxinteractive-cddvd/,anio,"""""","""2010""",descripcion: Edición FX distribuida en España el 23 de septiembre de 2010
941,000000,Disciples III: Renaissance,juegos/disciples-iii-renaissance-fxinteractive-cddvd/,mercado,[],"[""España""]",descripcion: Edición FX distribuida en España el 23 de septiembre de 2010 con textos
941,000000,Disciples III: Renaissance,juegos/disciples-iii-renaissance-fxinteractive-cddvd/,idioma,[],"[""Español""]","descripcion: Edición FX distribuida en España el 23 de septiembre de 2010 con textos, voces y manual en español"
944,000000,Dracula II: The Last Sanctuary,juegos/dracula-ii-last-sanctuary-fxinteractive-cddvd/,mercado,[],"[""España""]",descripcion: versión en español distribuida por FX Interactive
944,000000,Dracula II: The Last Sanctuary,juegos/dracula-ii-last-sanctuary-fxinteractive-cddvd/,idioma,[],"[""Español""]","descripcion: aventura gráfica en primera persona con resolución de puzzles, exploración y ambiente gótico, versión en español distribuida por FX Interactive"
945,000000,Dragon's Lair - Edición 20º Aniversario,juegos/dragons-lair-20-aniversario-fxinteractive-cddvd/,idioma,[],"[""Español""]","descripcion: Colección compacta que incluye Dragon’s Lair original, Dragon’s Lair II y Space Ace, con nuevas escenas inéditas, entrevistas, resolución HD mejorada y manual en español en edición FX"
948,000000,Drakensang. Anthology,juegos/drakensang-anthology-fxinteractive-cddvd/,tipo_edicion,[],"[""Compilación""]","titulo: Drakensang. Anthology || descripcion: Compilación que reúne Drakensang: The Dark Eye, su secuela The River of Time y la expansión Phileasson's Secret"
